isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments
20513,1,1002714,210.0,17.0,19881005,E,1179A/7,308,CANAL ST,1P28286,(50)TO MOTOR ROOM AND PIT,V*100588E1179A/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910520.0,
46837,1,1002715,210.0,18.0,19881005,E,1179A/6,304,CANAL ST,1P1728,(51) REMOVE WATER IN PIT,V*100588E1179A/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20091020.0,CIALCA ADMINISTRATIVE DISMISSAL CURRENT FIVE   YEAR TEST 9/13/07
19783,1,1002718,210.0,21.0,19881005,E,1179A/04,294,CANAL ST,1P6574,(50) PITS & OVERHEAD  (51) REPAIR MAINLINE SWITCH,V*100588E1179A/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890421.0,098-75
27320,1,1002719,210.0,26.0,19881214,E,14731\1,45,LISPENARD ST,1P1795,(27)1 BUFFER SPRING MISSING FOR CAR  (51)PROVIDE CAPACITY AND                   PLATE IN CAR,V*121488E14731\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890911.0,044-74
24817,1,1002729,211.0,24.0,19881129,E,1156A\2,380,CANAL ST,1F1223,(21&24)RESHACKLE,V*112988E1156A\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900205.0,353-86
11796,1,1002731,211.0,28.0,19881026,C,A3RD04,374,CANAL STREET,,,V*102688CA3RD04,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19891227.0,
17742,1,1002731,211.0,28.0,19881219,C,A3RD06,374,CANAL STREET,,,V*121988CA3RD06,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19891227.0,
22924,1,1002733,212.0,7.0,19881125,E,1156A-4,30,VARICK ST,1P11276,(51)  RESTORE ELEV TO FULL WORKING ORDER SO A COMPLETE INSPECTION                          CAN BE MADE BY THIS DEPT,V*112588E1156A-4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890320.0,030-74
22901,1,1002733,212.0,7.0,19881125,E,1156A-7,30,VARICK ST,1F1216,(21 & 24) RESHACKLE (50)  PROVIDE PARKING DEVICE,V*112588E1156A-7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910509.0,
24196,1,1002734,212.0,9.0,19881117,E,1156A/1,34,VARICK ST,1P2194,(51) RESTORE TO COMPLETE SERVICE SO A FULL INSPECTION CAN BE COMP               LETED BY THIS DEPARTMENT. (52) PROPERLY TAG GOVERNOR FOR FIVE (5) YEAR          SAFTEY TEST,V*111788E1156A/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901023.0,
24200,1,1002734,212.0,9.0,19881117,E,1156A/3,34,VARICK ST,1P4636,(51) PROPERLY TAG GOVERNOR TO SHOW FIVE (5) YEAR SAFTEY TEST,V*111788E1156A/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901023.0,
24202,1,1002734,212.0,9.0,19881117,E,1156A/4,34,VARICK ST,1P4637,(51) PROPERLY TAG GOVERNOR TO SHOW FIVE (5) YEAR SAFTEY TEST,V*111788E1156A/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901023.0,
24204,1,1002734,212.0,9.0,19881117,E,1156A/5,34,VARICK ST,1P6493,(51) PROPERLY TAG GOVERNOR TO SHOW FIVE (5) YEAR SAFTEY TEST,V*111788E1156A/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901023.0,
24199,1,1002734,212.0,7504.0,19881117,E,1156A/2,34,VARICK ST,1P2195,(51) PROPERLY TAG GOVERNOR TO SHOW FIVE (5) YEAR TEST,V*111788E1156A/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901023.0,
24206,1,1002734,212.0,7504.0,19881117,E,1156A/6,34,VARICK ST,1P6495,(51) PROPERLY TAG GOVERNOR TO SHOW FIVE(5) YEAR SAFTEY TEST,V*111788E1156A/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901023.0,
22755,1,1002735,212.0,18.0,19881125,E,1156A-1,54,VARICK ST,1P1833,(15)  SECURE TOP COVER 21 & 24 RESCHACKLE                                            (51)  COVER ELECTRIC   BOXES ON TOP OF CAR,V*112588E1156A-1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910322.0,
22770,1,1002735,212.0,18.0,19881125,E,1156A-2,54,VARICK ST,1F1220,(15)  SECURE (51)  REPAIR CAB FLOOR  (52)  PROVIDE PARKING DEVICE                 (28)  REPAIR OIL BREAK,V*112588E1156A-2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910513.0,
22771,1,1002735,212.0,18.0,19881125,E,1156A-3,54,VARICK ST,1F1221,,V*112588E1156A-3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910513.0,
29798,1,1002735,212.0,18.0,19881125,E,1156A\3,54,VARICK ST,1F1221,(50)COMPLETE ACCESS,V*112588E1156A\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920122.0,
13095,1,1002736,212.0,24.0,19880929,E,1179A/02,7,LAIGHT ST,1P12005,(51)REPAIR OVERHEAD DOOR.(52)RESTORE TO SERVICE.(53)PROVIDE LIGHT               IN CAR,V*092988E1179A/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901022.0,
11045,1,1002736,212.0,24.0,19880418,C,ST3M,7,LAIGHT STREET,,,V041888CST3M,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,,
11046,1,1002736,212.0,24.0,19880418,C,STA3M,7,LAIGHT STREET,,,V041888CSTA3M,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,,
11646,1,1002736,212.0,24.0,19880418,C,STA3M,7,LAIGHT STREET,,,V*041888CSTA3M,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19881123.0,
22273,1,1002736,212.0,43.0,19881122,E,1156A-4,3,YORK STREET,1F1222,(46)  COVERING,V*112288E1156A-4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891127.0,213-78
27436,1,1002740,212.0,1055.0,19881215,E,1156A/03,260,W BWAY,1F1217,(21 AND 24) RESHACKLE (51) CORRECT TRIPPING HAZZARD BASEMENT                    LEVEL,V*121588E1156A/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910514.0,
27441,1,1002740,212.0,1055.0,19881215,E,1156A/01,260,W BWAY,1P1919,21 AND 24 RESHACKLE,V*121588E1156A/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910913.0,089/75
27440,1,1002740,212.0,1055.0,19881215,E,1156A/02,260,W BWAY,1P1920,21 AND 24 RESHACKLE,V*121588E1156A/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910913.0,089/75
3928,1,1002795,214.0,1.0,19880707,E,11061/2,53,BEACH ST,1F1232,(51)ENCLOSE HOIST MOTOR WIRING IN CONDUIT.(52)PERFORM 5 YR. TEST                & TAG GOVERNOR,V*070788E11061/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900927.0,
22583,1,1002811,215.0,25.0,19881028,E,14731\6,151,HUDSON STREET,1F1239,(21)RESHACKLE TAG AND DATE (27)PROVIDE FOR COUNTERWEIGHT (33)                   REMOVE ALL CORDS ROPES AND DEVICES USED TO OPEN HOISTWAY DOORS FROM             OUTSIDE SHAFTWAY (52)PROVIDE PARKING DEVICE ON ALL FLOORS,V*102888E14731\6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19960909.0,CIAABE
16933,1,1002832,218.0,28.0,19880902,E,138338/2,65,VESTRY STREET,1P1840,(15)PROPERLY SECURE TOP EXIT (21 & 24)RESHACKLE AND PROPERLY DATE               & TAG FOR SAME,V*090288E138338/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910830.0,
13997,1,1002832,218.0,28.0,19880902,E,138338/03,65,VESTRY STREET,1F1280,(21 & 24)RESHACKLE AND PROPERLY DATE & TAG FOR SAME.(46)PROVIDE                 GRATINGS AT SHAFT WINDOWS AND SHAFTWAY SIGNS AT STREET SIDE OF SAME,V*090288E138338/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920123.0,EBN 957/91
9689,1,1002832,218.0,28.0,19880913,C,A2LB03,416,WASHINGTON STREET,,,V*091388CA2LB03,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,20050511.0,
11266,1,1002832,218.0,28.0,19881115,C,A2LB02,416,WASHINGTON STREET,,,V*111588CA2LB02,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,20050509.0,
12345,1,1002832,218.0,7501.0,19881117,C,A2LB02,416,WASHINGTON STREET,,,V*111788CA2LB02,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,20000913.0,REQUESTED BY INSPECTOR
2028,1,1002838,219.0,11.0,19880803,E,11331/4,437,GREENWICH STREE,1P1294,(51)CLEAN TOP OF CAR,V*080388E11331/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890307.0,377-89
22596,1,1002843,219.0,21.0,19881028,E,14731\1,177,HUDSON ST,1P21385,(50)PROVIDE ACCESS FOR AN INSPECTION OF ELEVATOR,V*102888E14731\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890914.0,
22765,1,1002844,219.0,22.0,19881028,E,14731\3,169,HUDSON STREET,1P1300,(35)PROVIDE COVERS (51)PROVIDE FACID PLATES UNDER HOISTWAY DOORS                SADDLEON 1&2 FLOORS,V*102888E14731\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19951028.0,
22760,1,1002844,219.0,22.0,19881028,E,14731\2,169,HUDSON STREET,1P1301,(35)REPLACE MISSING COVERS,V*102888E14731\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19951129.0,
39442,1,1002844,219.0,7504.0,19881028,E,14731/2,169,HUDSON STREET,1F1301,35-REPLACE MISSING COVERS,V*102888E14731/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901024.0,045-74
22618,1,1002845,219.0,26.0,19881028,E,14731\4,165,HUDSON ST,1P31642,(15)SECURE (50)PROVIDE ACCESS TO MOTOR ROOM AND OVERHEAD SHEAVE                 ROOM FOR A COMPLETE INSPECTION,V*102888E14731\4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890127.0,044-74
15005,1,1002850,220.0,31.0,19880928,E,1179A-04,174,HUDSON STREET,1F1318,(51)PROVIDE BUFFER SPRING FOR CAR AND CWT.(52)CLEAN COMMUTATOR &                REPAIR.(53)PROVIDE PROPER CLEAR CAR & CWT.(54)RESTORE SEQUENCE RELAY            SWITCH TO PROPER WORKING ORDER,V*092888E1179A-04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910506.0,3
14999,1,1002850,220.0,31.0,19880928,E,1179A-05,174,HUDSON STREET,1F1319,(51)PROVIDE BUFFER SPRINGS FOR CAR AND CWT.(52)CLEAN AND REPAIR                 COMMUTATOR.(53)PROVIDE PROPER CWT CLEARANCE RESTORE  SEQUENCE RELAY TO          PROPER WORKING ORDER,V*092888E1179A-05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910506.0,
13024,1,1002854,221.0,30.0,19880929,E,1179A/01,182,HUDSON ST,1P15632,,V*092988E1179A/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19930320.0,
25004,1,1002856,222.0,1.0,19881121,E,1156A/04,443,GREENWICH ST,1F1325,(47)PROVIDE SCREENING FIREMANS PROTECTION UNDER GLASS HOISTWAY                  ROOF IN FREIGHT MOTOR ROOM,V*112188E1156A/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20060302.0,CIABNC ADM. DISM.
19964,1,1002857,222.0,12.0,19881027,E,14731\1,189,HUDSON ST,1P13557,(51)STRAIGHTEN CAR GATE TRACK RESTORE GATE AND GATE SWITCH TO                   PROPER OPERATION,V*102788E14731\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901018.0,052-74
19937,1,1002859,222.0,1041.0,19881027,E,14731\2,181,HUDSON STREET,1P1913,"(21,24)RESHACKLE TAG AND DATE",V*102788E14731\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19980818.0,CIACGR ADM.DISM.
19950,1,1002859,222.0,1041.0,19881027,E,14731\3,181,HUDSON STREET,1P1914,"(21,24)RESHACKLE TAG  AND DATE",V*102788E14731\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19980818.0,CIACGR ADM.DISM.
2030,1,1002909,223.0,29.0,19880804,E,11331/1,450,GREENWICH STREE,1F1337,,V*080488E11331/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20160801.0,JMA    COPY OF VIOLATION NOT AVAILABLE
19606,1,1002921,224.0,24.0,19881008,E,113301/09,135,WATTS STREET,1F5249,(51)REMOVE ILLEGAL LOCKS FROM HOISTWAY DOORS.(52)CONDUCT 5 YR                   TEST DATE & TAG,V*100888E113301/09,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20130717.0,CAT 1  ADMINISTRATIVE DISMISSAL CAT 5 LAST DONE12/31/2009
19605,1,1002921,224.0,24.0,19881008,E,113301/10,135,WATTS STREET,1F1349,(51)RESTORE TO SERVICE,V*100888E113301/10,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20130717.0,CIALCA ADMINISTRATIVE DISMISSAL CAT 5 LAST DONE12/31/2009
19604,1,1002921,224.0,24.0,19881008,E,113301/11,135,WATTS STREET,1S795,(51)RESTORE TO SERVICE,V*100888E113301/11,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,20130717.0,CIALCA ADMINISTRATIVE DISMISSAL CAT 5 LAST DONE12/31/2009
13825,1,1002930,225.0,4.0,19880902,E,138338/1,123,WATTS ST,1F1346,(45) REMOVE WATER FROM PIT,V*090288E138338/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890104.0,371-88
39103,1,1002934,226.0,1.0,19880914,E,14732\1,79,VARICK ST,1P17840,(51)TAG & DATE GOVERNOR INDICATING RECENT 5YR TEST,V*091488E14732\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901222.0,
39102,1,1002934,226.0,1.0,19880914,E,14732\2,79,VARICK ST,1P17841,(51)TAG & DATE GOVERNOR INICATING RECENT 5YR TEST,V*091488E14732\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901222.0,
39105,1,1002934,226.0,1.0,19880914,E,14732\3,79,VARICK ST,1P18543,(51)TAG & DATE GOVERNOR INDICATING RECENT 5YR TEST,V*091488E14732\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901222.0,
18824,1,1002937,227.0,3.0,19881017,E,1179A/8,385,CANAL STREET,1F1367,51-RESTORE TO SERVICE,V*101788E1179A/8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920716.0,
76466,1,1002957,228.0,5.0,19841017,LANDMRK,VIOL,365,CANAL STREET,,,V*101784LANDMRKVIOL,V*-DOB VIOLATION - DISMISSED,LANDMRK-LANDMARK                                                        NONE,20080808.0,
467623,1,1002957,228.0,5.0,19841017,LANDMK,85-0232,365,CANAL STREET,,,V*101784LANDMK85-0232,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,20080820.0,
468042,1,1002958,228.0,9.0,19870330,LANDMK,87-0485,373,CANAL STREET,,,V*033087LANDMK87-0485,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,20021010.0,
76467,1,1002958,228.0,9.0,19880930,LANDMRK,VIOL,373,CANAL STREET,,,V*093088LANDMRKVIOL,V*-DOB VIOLATION - DISMISSED,LANDMRK-LANDMARK                                                        NONE,20001219.0,
467731,1,1002958,228.0,9.0,19881027,LANDMK,89-0282,373,CANAL STREET,,,V*102788LANDMK89-0282,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,20021010.0,
468187,1,1002959,228.0,10.0,19880413,LANDMK,88-0566,375,CANAL STREET,,,V*041388LANDMK88-0566,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,19980715.0,
468222,1,1002959,228.0,10.0,19880413,LANDMK,88-0570,375,CANAL STREET,,,V*041388LANDMK88-0570,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,19980715.0,
76534,1,1002959,228.0,10.0,19880413,LANDMRK,VIOL,375,CANAL STREET,,,V*041388LANDMRKVIOL,V*-DOB VIOLATION - DISMISSED,LANDMRK-LANDMARK                                                        NONE,19980715.0,
468258,1,1002959,228.0,10.0,19880425,LANDMK,88-0587,375,CANAL STREET,,,V*042588LANDMK88-0587,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,19980715.0,
468294,1,1002959,228.0,10.0,19881212,LANDMK,89-0366,375,CANAL STREET,,,V*121288LANDMK89-0366,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,19980715.0,
468362,1,1002959,228.0,10.0,19881214,LANDMK,89-0369,375,CANAL STREET,,,V*121488LANDMK89-0369,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,19980715.0,
17465,1,1002959,228.0,10.0,19881219,C,A3RD03,375,CANAL STREET,,,V*121988CA3RD03,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,20100610.0,
31556,1,1002960,228.0,11.0,19881215,E,110632/2,307,W BWAY,1P1922,51-REMOVE TOP & BOTTOM HOSITWAY DOOR LOCKS,V*121588E110632/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911004.0,
20397,1,1002967,229.0,3.0,19881017,E,1179A/05,343,CANAL ST,1P1069,51)ELIMINATE NOISE IN HOIST MOTOR 52)TAG GOVERNOR FOR ALL TEST,V*101788E1179A/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911007.0,
19312,1,1002969,229.0,5.0,19881005,E,1196A/02,349,CANAL STREET,1F1386,(33)CEASE PRACTICE OF OPERATING FREIGHT WITH HOISTWAY DOOR OPEN                 (35)DISCONTINUE BLOCKING OUT INTERLOCK ON HOISTWAY DOOR,V*100588E1196A/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900803.0,359-86
20022,1,1002969,229.0,5.0,19881005,E,1196A/1,349,CANAL STREET,1F1385,(51)CEASE PRACTICE OF OPERATING FREIGHT ELEV.WITH HOISTWAY DOOR                 OPEN(52)PROVIDE CABLE GUARD IN MOTOR ROOM(35)CEASE PRACTICE OF                  BLOCKING OUT INTERLOCK (53)PROVIDE BAR OR GRATING FOR SHAFTWAY WINDOWS,V*100588E1196A/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900803.0,359-86
470386,1,1002971,229.0,12.0,19880812,LANDMK,89-0096,12,WOOSTER STREET,,,V081288LANDMK89-0096,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK                                                        NONE,,
